"pitcher","game_year","pitch_arsenal","n_pitches","avg_actual_rv","xrv_percentile","tunnel_quality_arsenal","release_similarity_arsenal","approach_divergence_arsenal","tunnel_quality_percentile","release_sim_percentile","approach_div_percentile","num_pitch_types","total_pitches","total_combinations"
678495,2024,"CH/FF/SI/SL",2637,-0.0134618885096701,69.3,0.557809036138744,0.22844477028356,0.887173301993929,54.7,35.8,75.6,4,7911,12
663556,2023,"CH/CU/FF/SL",5460,-0.0148115384615385,73.8,0.55779648467284,0.238356858397234,0.877236110948445,54.6,45.4,62.4,4,16371,12
694462,2024,"FF/FS/SL",399,0.0172556390977444,5.8,0.557784662218693,0.268311374460593,0.847257949976792,54.6,73.9,17.8,3,768,6
808967,2025,"CU/FC/FF/FS/SI/SL",8367,-0.0221760487629975,92,0.55778368131244,0.239359397138569,0.876207965486311,54.5,46.3,61,6,41820,30
623465,2024,"FC/FF/SI/ST",2748,-0.0138526200873362,70.9,0.557771141227259,0.229890576260343,0.885651706194175,54.5,37,73.7,4,8244,12
642048,2025,"CH/FF/SI/SL/ST",696,0.00206896551724138,19,0.557767228648833,0.273237811929727,0.84229664536794,54.5,77.8,13.2,5,2784,20
570257,2023,"CH/FF/SI/SL",645,0.00357674418604651,16.5,0.557764913879516,0.300606986232655,0.814922841526376,54.4,92,2.6,4,1935,12
650496,2023,"SI/SL",642,0.00146728971962617,20.5,0.557754279317001,0.249869579454732,0.86563897917927,54.4,58.7,42.7,2,624,2
502043,2024,"CH/CU/FC/FF/SI/ST",8292,-0.00508936324167873,36.7,0.557748475261348,0.248469733165758,0.867027217356939,54.3,57.1,44.4,6,41460,30
607481,2023,"FC/FF/SI/ST",3297,-0.0106478616924477,58.9,0.557741050350434,0.233687968100273,0.881794132600594,54.3,40.9,68.5,4,9837,12
656382,2023,"FC/FF/SL",1056,-0.000332386363636364,24.4,0.557729828387255,0.308900400047701,0.806559256726809,54.2,95.3,1.4,3,2112,6
663947,2025,"CH/CU/FC/FF/SI/ST",3474,-0.0134481865284974,69.3,0.557720817445242,0.239664924158171,0.875776710732313,54.2,46.6,60,6,17370,30
681151,2025,"FC/FF/SI/ST",528,-0.03125,98,0.557655603919116,0.237077544058422,0.87823366377981,54.2,44.2,63.6,4,1485,12
683155,2024,"CH/FC/FF/SI/SL/ST",6081,-0.00926196349284657,53.4,0.557652646063326,0.241641718431163,0.873663573695488,54.1,49.1,56.3,6,30405,30
694297,2023,"CH/CU/FF/SI/ST",4836,0.00174813895781638,19.8,0.557648110399989,0.22773628119833,0.887559939601648,54.1,35.2,76.1,5,19320,20
692285,2024,"CH/FF/ST",399,-0.0363383458646617,99,0.557629769946829,0.214869264414587,0.900390275479072,54,22.9,88.4,3,798,6
542881,2025,"CH/FC/FF/SI/SL",7017,-0.00458016246259085,34.8,0.557627429970427,0.26505825445063,0.850196605490225,54,71.3,20.8,5,28008,20
687922,2024,"CH/FC/FF/ST",738,0.00344715447154472,16.7,0.557562837902614,0.248191049187892,0.866934626617336,54,56.8,44.3,4,2169,12
695076,2024,"CH/FF/SI/SL",1494,-0.0219457831325301,91.7,0.557557162571436,0.267900041581586,0.847214283561285,53.9,73.6,17.7,4,4482,12
663704,2023,"CU/SI/SL",1023,-0.016683284457478,79.9,0.557506914507021,0.189526403819275,0.925487425194767,53.9,8.4,96.7,3,1998,6
678394,2025,"CH/FC/FF/SI/ST",8091,-0.0131624026696329,68.4,0.557500992966795,0.264195821083243,0.850806164850346,53.8,70.6,21.6,5,32364,20
656876,2023,"CU/FC/FF/SI/ST",2022,-0.0246988130563798,94.7,0.557498282337215,0.238005030432146,0.876991534242285,53.8,44.9,62.1,5,8088,20
687166,2025,"FF/SL",108,-0.0195555555555556,87.5,0.557430244972534,0.365301470988898,0.749559018956168,53.7,99.7,0,2,81,2
676130,2023,"CH/CU/FF/SI/SL",2199,-0.0120641200545703,63.9,0.557410843019724,0.256226676103704,0.858595009935744,53.7,64,32.1,5,8796,20
656529,2024,"CU/FF/SI/SL",1053,-0.0162022792022792,78.5,0.557405698414742,0.230152884770622,0.884658512058862,53.7,37.2,72.6,4,3159,12
663574,2024,"FF/SL/SV",1512,-0.0159246031746032,77.8,0.557405165295329,0.193371629990582,0.921438700600077,53.6,10.1,96.2,3,2994,6
641420,2023,"FF/SL",225,0.01052,9.6,0.557392886417504,0.252319316862329,0.862466455972679,53.6,60.7,38,2,222,2
669373,2023,"CH/CU/FF/SI/SL",3654,-0.0229006568144499,92.6,0.557387554744792,0.25415237910048,0.860622730389105,53.5,62.4,35.6,5,14580,20
592791,2025,"CH/CU/FC/FF/SI/ST",5937,-0.0145411824153613,73.2,0.55735784188775,0.225269039427961,0.889446644347539,53.5,32.8,78.3,6,29685,30
571760,2024,"CH/CU/FF/SI/SL/SV",8190,-0.00841794871794872,50,0.557355243091236,0.228253356320837,0.886457129861636,53.4,35.7,74.7,6,40830,30
656427,2023,"CH/FC/FF/KC/SI/SL",7902,-0.0011712224753227,25.9,0.557338519161728,0.245003694623902,0.869673343699554,53.4,53.2,49.1,6,39480,30
687830,2023,"CH/FF/SI/SL",1008,-0.0146160714285714,73.4,0.557332842811525,0.245904353720924,0.868761331902127,53.4,54.3,47.6,4,2988,12
672335,2024,"FF/SI/SV",2592,-0.0169872685185185,80.7,0.557321142881999,0.191487113440179,0.923155172323819,53.3,9.2,96.4,3,5178,6
668943,2024,"FF/SL/ST",657,-0.00493150684931507,36.2,0.557316345378324,0.208551747607286,0.906080943149361,53.3,18.2,91.8,3,1314,6
669093,2025,"FF/FS/SL",3708,-0.0107160194174757,59.1,0.557308560832225,0.256118979559735,0.858498142104716,53.2,63.9,32,3,7416,6
642016,2024,"FF/ST",309,-0.000223300970873786,24.2,0.557258499813651,0.171320330927739,0.943196668699562,53.2,4.2,98.5,2,288,2
665622,2024,"CH/CU/FF/SI/SL",2160,-0.00512916666666667,36.8,0.557237436741734,0.226019000567602,0.888455872915866,53.2,33.4,76.9,5,8640,20
670241,2024,"CH/CU/FC/FF/SL",771,0.0156342412451362,6.5,0.557203797274192,0.260078337418385,0.854329257129999,53.1,67.1,25.9,5,3084,20
802419,2025,"FC/FF/FS/ST",600,0.02677,3,0.557197662267479,0.241976048550118,0.872419275984841,53.1,49.5,54.5,4,1800,12
656986,2025,"FF/SI/SL",2184,-0.0235631868131868,92.9,0.557178364778937,0.25803148736496,0.856325242192915,53,65.4,28.8,3,4368,6
800311,2025,"CU/FF/FS/ST",879,0.0261501706484642,3.3,0.557113110848943,0.198034870435913,0.916191351261973,53,11.9,95.2,4,2637,12
607074,2023,"CH/CU/FF/SL",3399,-0.00181200353045013,27.3,0.557100315377975,0.218645491854288,0.895555138901661,52.9,26.3,84.4,4,10188,12
690925,2024,"FF/SL",153,-0.0053921568627451,37.7,0.557093286268053,0.292299580034965,0.821886992501141,52.9,89,3.7,2,153,2
681867,2023,"CH/FC/SI/SL/ST",1662,9.0252707581228e-06,23.3,0.557063668960835,0.269429851251741,0.844697486669929,52.9,74.7,15.2,5,6648,20
660896,2023,"CH/FF/SI/SL",957,-0.00144827586206897,26.6,0.557049400332985,0.257000849423659,0.85709795124231,52.8,64.6,29.9,4,2871,12
657140,2023,"CH/FF/KC/SI/SL",1725,0.00283652173913044,17.7,0.557024007388099,0.242133586012016,0.871914428764182,52.8,49.9,53.3,5,6900,20
680739,2023,"CH/CU/FF/SI/SL/ST",1677,-0.00654561717352415,41.7,0.557011573680941,0.244069119529171,0.86995402783271,52.7,51.8,49.7,6,8385,30
687863,2024,"FF/FS/ST",1926,-0.0280856697819315,97.1,0.557003412890169,0.218566720815265,0.895440104965072,52.7,26.2,84.3,3,3852,6
656641,2025,"CH/CU/FF/SL",4164,-0.0135936599423631,69.8,0.556974170848418,0.217756404484871,0.896191937211966,52.6,25.6,84.9,4,12492,12
668881,2024,"CU/FF/FS/SL",7689,-0.0201459227467811,88.9,0.556973923823225,0.230307597258902,0.883640250387549,52.6,37.4,71.2,4,23058,12
666201,2023,"CH/FF/SI/SL",5052,-0.00146852731591449,26.7,0.556904517428543,0.232521374893456,0.88128765996363,52.6,39.4,67.9,4,15156,12
680694,2023,"CH/CU/FF/SI/SL",7917,-0.0183088291019326,84.5,0.556891557607581,0.236444935760154,0.877338179455008,52.5,43.5,62.5,5,31656,20
656887,2023,"CH/FF/SL",492,-0.0166585365853659,79.9,0.556885359790428,0.243194071822007,0.870576647758848,52.5,50.9,51.1,3,984,6
628711,2023,"CH/FC/FF/SV",5547,-0.00694050838290968,43.4,0.556861358481882,0.208137921091406,0.905584795872357,52.4,17.8,91.6,4,16632,12
695243,2025,"CH/FF/SL",2916,-0.0215421810699588,91.3,0.556815446731091,0.201846048975098,0.911784844487084,52.4,13.8,93.7,3,5832,6
664076,2024,"FC/FF/SI/SL/ST",3168,-0.0134839015151515,69.5,0.556800681789416,0.233116136905963,0.880485226672869,52.4,40.2,66.7,5,12672,20
664991,2025,"CU/FF/SI/SL/ST",1560,-0.00349230769230769,31.3,0.556769859629718,0.23774495374564,0.875794765513797,52.3,44.5,60.1,5,6228,20
679885,2023,"FF/FS/SL",708,0.0108220338983051,9.3,0.556743756467364,0.263985488660553,0.849502024274175,52.3,70.5,19.9,3,1416,6
665620,2023,"CH/CU/FC/FF/SL/ST",867,-0.0095121107266436,54.4,0.556742201889957,0.212317083390679,0.901167320389235,52.2,20.6,88.9,6,4335,30
687424,2024,"FC/FF/SL",891,-0.00677441077441077,42.9,0.556736093496777,0.241077811904986,0.872394375088568,52.2,48.4,54.4,3,1782,6
572020,2023,"CH/FC/FF/KC/SI",5070,-0.00530295857988166,37.4,0.556711040872446,0.243649531233084,0.869772550511809,52.1,51.3,49.4,5,20280,20
678821,2024,"CU/FF",543,-0.0282762430939227,97.2,0.556685477296844,0.172362510660286,0.941008443933402,52.1,4.3,98.3,2,540,2
657031,2023,"CU/FF/SI/SL",1023,0.00291788856304985,17.5,0.556678387895008,0.26152537072698,0.851831405063036,52.1,68.5,23.2,4,3069,12
623211,2024,"CH/FC/FF/SI",2697,-0.0194916573971079,87.3,0.556670801215237,0.289894641840677,0.823446960589796,52,87.6,4,4,8091,12
656266,2023,"CH/SI/SL",303,-0.0174158415841584,81.9,0.556669560773715,0.245582608041081,0.867756513506348,52,54,45.8,3,606,6
686930,2025,"CH/CU/FF/ST",1293,-0.00312064965197216,30.4,0.556641290505028,0.220655501067914,0.892627079942142,51.9,28.4,82.1,4,3879,12
686654,2024,"FC/FF/SL",258,0.0423953488372093,1.2,0.556625123415409,0.284490753960886,0.828759492869933,51.9,84.8,5.7,3,504,6
657240,2024,"CH/FF/SL",816,-0.000308823529411764,24.3,0.556599322237485,0.278939174221538,0.834259470253431,51.9,81.3,8.6,3,1614,6
663704,2024,"CU/FF/SI/SL",2712,-0.00373340707964602,32.1,0.5565744198936,0.208823522233775,0.904325317553424,51.8,18.3,90.8,4,8127,12
677955,2024,"CH/FF/SI/SL",453,-0.0238609271523179,93.5,0.556550354632126,0.253818572611271,0.859282136652982,51.8,62.2,33.2,4,1359,12
543135,2024,"CU/FC/FF/FS/SL",7863,-0.0159206409767264,77.7,0.556546693866093,0.23716352593881,0.875929861793376,51.7,44.3,60.5,5,31452,20
660761,2024,"CH/FC/FF/SI/SL/ST",2961,0.00253090172239108,18.3,0.55651430922442,0.247533841041442,0.865494777407398,51.7,56.1,42.6,6,14760,30
650911,2025,"CH/SI/SL",8682,-0.0192346233586731,86.7,0.556490555144912,0.27515771678615,0.837823393503674,51.6,79.1,10.5,3,17364,6
663773,2024,"FF/FS/SI/SL",2346,-0.019997442455243,88.6,0.556475470074235,0.255251587281639,0.85769935286683,51.6,63.3,31,4,7038,12
666208,2024,"FF/SL",117,0.0182051282051282,5.4,0.556449018605499,0.215373613695712,0.897524423515287,51.6,23.3,86.2,2,90,2
625643,2024,"CH/CU/FF/SL",6327,-0.0187354196301565,85.6,0.556437751469122,0.224208285152539,0.888667217785704,51.5,31.5,77.1,4,18981,12
607200,2025,"CH/FC/SI/ST",7107,-0.00477078936260025,35.7,0.556392976093898,0.260918832052432,0.851867120135363,51.5,68,23.2,4,21321,12
605218,2023,"CH/CU/FF",1695,-0.0112212389380531,60.9,0.556388021317112,0.221774012965444,0.891002029668781,51.4,29.4,80.1,3,3384,6
693312,2023,"CU/FF/SL",333,0.00915315315315315,10.8,0.556355948159435,0.20317269386973,0.909539202449141,51.4,14.6,93.1,3,666,6
594798,2025,"CH/CU/FF/SL",7842,-0.0188588370313695,85.9,0.556333279884104,0.23038032561585,0.882286234152358,51.3,37.5,69.4,4,23526,12
689981,2024,"CH/CU/FC/FF/SI/SL",885,-0.0215389830508475,91.2,0.556329332254938,0.24058242721665,0.872076237293225,51.3,47.6,53.7,6,4425,30
571578,2025,"CH/CU/FC/FF/SI/SL",7764,-0.00679791344667697,43,0.556315835813315,0.252260959485082,0.860370712141547,51.3,60.5,35.2,6,38820,30
605397,2024,"CH/CU/FC/FF/SI/ST",4746,-0.00942161820480404,53.8,0.556256983192716,0.232607644459201,0.87990632192623,51.2,39.5,66,6,23670,30
681911,2025,"CH/FF/SL",3069,-0.0157565982404692,77.1,0.556252664950581,0.241789001317091,0.870716328584071,51.2,49.2,51.3,3,6138,6
592836,2023,"CU/FC/FF/FS/SI/ST",8511,-0.00859041240747268,50.5,0.556222595992656,0.248570239316938,0.863874952668373,51.1,57.3,40.3,6,42555,30
663855,2023,"FF/FS/SI/SL/ST",3264,-0.0109163602941176,59.8,0.556188342184899,0.221542371736425,0.890834312633374,51.1,29.2,79.8,5,13056,20
663372,2025,"CH/CU/FF/SI/SL/ST",1566,-0.00385057471264368,32.5,0.556187861609476,0.251143815768619,0.861231907450332,51.1,59.5,36.3,6,7830,30
664875,2024,"FF/SI/ST",3243,0.00368917668825162,16.4,0.556183303734766,0.257953700491565,0.854412906977967,51,65.3,26,3,6486,6
623167,2023,"CH/CU/FC/FF/SI/SL/ST",5265,0.00580911680911681,14,0.556164591468797,0.252650705108862,0.859678477828732,51,61.1,33.9,7,31590,42
527048,2024,"CH/CU/FC/FF/SI",6612,-0.00307123411978221,30.2,0.556164556946089,0.271224851335942,0.841104262556236,50.9,76.1,12.4,5,26436,20
663558,2023,"CH/FF/SL",2247,-0.0117036048064085,62.6,0.556151846360957,0.231084611644038,0.881219081077877,50.9,38.2,67.7,3,4488,6
813349,2025,"CH/CU/FF/SI/SL/ST",969,-0.0181176470588235,83.9,0.556139163070206,0.230236673858541,0.882041652281871,50.8,37.3,69,6,4845,30
680885,2025,"CU/FC/FF/FS/SI/SL",4719,-0.0187368086458996,85.7,0.556130497667266,0.269983964528909,0.842277030805623,50.8,75.1,13.2,6,23595,30
606303,2024,"CH/FF/SI/SL",2697,-0.019559510567297,87.6,0.55612736827659,0.229298550118124,0.882956186435056,50.8,36.7,70.4,4,8091,12
676617,2024,"CU/SI/SL",582,0.0177010309278351,5.7,0.556112028922787,0.215168844923972,0.897055212921601,50.7,23.1,86,3,1140,6
543135,2023,"CU/FC/FF/FS/SL",6696,-0.0123763440860215,64.7,0.55609481271341,0.232510467878404,0.879679157548415,50.7,39.3,65.7,5,26772,20
570257,2024,"CH/SI/ST",747,0.00140963855421687,20.6,0.556064372225266,0.252932603854808,0.859196140595723,50.6,61.3,33.1,3,1494,6
676092,2023,"FC/FF/SI/SL/ST",1101,0.00106539509536785,21.1,0.556050828349358,0.263839414737535,0.848262241961181,50.6,70.2,18.8,5,4392,20
592155,2025,"CH/FC/FF/ST",1713,-0.00241856392294221,28.8,0.556046233609746,0.214492649114942,0.897599818104551,50.5,22.5,86.3,4,5139,12
534910,2025,"CU/SI/ST",237,0.00817721518987342,11.9,0.556037844234684,0.152993433397627,0.959082255071741,50.5,2,99.2,3,474,6
657097,2024,"CH/FF/ST",2802,-0.0202387580299786,89.1,0.556037755215126,0.199735187011691,0.912340323418561,50.5,12.5,93.8,3,5598,6
668964,2025,"CH/CU/FC/FF/FS/SL",2478,-0.010365617433414,57.6,0.55603773658055,0.274808696278646,0.837266776882453,50.4,78.8,10.1,6,12390,30
622766,2023,"CH/FF/SI/SL",624,-0.0307548076923077,97.8,0.556036309492219,0.25231837701373,0.859754241970708,50.4,60.6,34.2,4,1836,12
664208,2024,"CU/FC/SI/SL/ST",3234,-0.0155788497217069,76.4,0.556017731666389,0.220746254868883,0.891289208463895,50.3,28.5,80.3,5,12936,20
594902,2024,"CH/CU/FF/SI/SL/ST",7218,-0.0113960931005819,61.4,0.555993479676618,0.241481204847423,0.870505754505812,50.3,48.9,50.8,6,36060,30
669022,2024,"CH/CU/FC/FF/SL/ST",8979,-0.00635482793184096,40.8,0.555977873229063,0.24085688042315,0.871098866034976,50.3,48.1,51.9,6,44895,30
680736,2025,"CH/CU/FC/FF/SI/SL",3276,-0.0124102564102564,64.8,0.555928483895824,0.255683386265491,0.856173581526157,50.2,63.6,28.6,6,16380,30
663753,2023,"CH/FC/FF/SI/SL",369,0.0333252032520325,2,0.555885823748057,0.239328283644761,0.872443363851353,50.2,46.3,54.6,5,1476,20
680983,2023,"CU/SI",108,0.00202777777777778,19.1,0.555873285841315,0.177896687213504,0.933849884469125,50.1,5.2,97.7,2,87,2
669203,2024,"CH/CU/FC/SI/SL/ST",8988,-0.0169499332443258,80.5,0.555852873724902,0.235729068014129,0.875976679435675,50.1,42.9,60.6,6,44880,30
669093,2024,"FF/FS/SL",3009,-0.0206331006979063,89.9,0.555848738796011,0.249063976562036,0.862633501029987,50,57.7,38.4,3,6012,6
680686,2023,"CH/CU/FC/FF/SI/SL/ST",8433,-0.00674599786552828,42.6,0.555843374032538,0.264059933654055,0.847626814411022,50,70.6,18.2,7,50598,42
676742,2025,"CH/FF/SL/ST",441,0.00187074829931973,19.5,0.55580066869347,0.214651881663445,0.896949455723495,50,22.7,85.8,4,1323,12
621051,2024,"CH/FF/ST",1869,-0.00395505617977528,32.8,0.555797169670723,0.207874953903547,0.9037193854379,49.9,17.7,90.4,3,3702,6
679885,2024,"FF/FS/SI/SL",3531,-0.0171087510620221,81,0.555794282131731,0.272606331414135,0.838982232849328,49.9,77.4,10.9,4,10593,12
687888,2025,"CH/FC/FF/SI/ST",2442,-0.0116769041769042,62.4,0.555791730676187,0.233819567355626,0.877763893996749,49.8,41.1,62.9,5,9768,20
694973,2025,"CH/CU/FF/FS/SI/SL/ST",8991,-0.0187410744077411,85.7,0.55577601682396,0.267424314284508,0.844127719363413,49.8,73,14.7,7,53946,42
621111,2024,"CH/FC/FF/KC/SI/SL/ST",4008,0.00254640718562874,18.2,0.555759606840383,0.237101512820162,0.874417700860604,49.7,44.3,57.5,7,24048,42
676272,2023,"CH/CU/FF/SI/SL/ST",5883,-0.0159061703212647,77.6,0.555756533571623,0.216472196733667,0.895040870409579,49.7,24.2,83.9,6,29415,30
666142,2024,"CH/FC/FF/KC/SL",9354,-0.0141712636305324,71.9,0.555721393762347,0.22718338438897,0.884259403135723,49.7,34.7,72.2,5,37368,20
543135,2025,"CU/FC/FF/FS/SI/SL",5754,-0.0241459854014599,94.1,0.55570537651329,0.245425964375591,0.865984788650989,49.6,53.8,43.1,6,28770,30
689225,2025,"CH/FF/SI/SL",1215,0.000540740740740741,21.9,0.555666921344279,0.27400948307005,0.837324359618509,49.6,78.3,10.1,4,3645,12
656756,2024,"CH/CU/FF/SI/SL",5787,0.00242405391394505,18.5,0.555666849910782,0.241918228668826,0.869415471152738,49.5,49.5,48.6,5,23148,20
657571,2025,"FC/FF/SI/SV",3126,-0.0218464491362764,91.7,0.555639394830209,0.235273052443365,0.876005737217053,49.5,42.3,60.7,4,9378,12
641302,2025,"CH/FC/FF/SI/ST",4755,-0.00884984227129338,51.8,0.555607327839882,0.262304937033585,0.848909718646178,49.5,69.1,19.4,5,19020,20
656232,2023,"CH/CU/FF/SI/ST",4161,0.00112833453496756,20.9,0.555600442132019,0.229721554766266,0.881479329497772,49.4,37,68.3,5,16644,20
642216,2023,"CH/FF/SI/SL",1602,-0.00349250936329588,31.3,0.55559672484681,0.240919656586465,0.870273793107156,49.4,48.2,50.4,4,4806,12
446372,2023,"CH/CU/FC/FF/SI",2943,0.00770948012232416,12.4,0.555584565462265,0.242735622342213,0.868433508582316,49.3,50.5,47.1,5,11772,20
647336,2025,"CH/FF/SI/SV",4584,-0.0135019633507853,69.5,0.555570573365531,0.204749316645709,0.906391830085353,49.3,15.7,91.8,4,13743,12
676428,2025,"CH/FF/SI/ST",3156,-0.012615969581749,65.5,0.555568471575361,0.260270227557113,0.850866715593609,49.2,67.3,21.7,4,9468,12
657265,2024,"CH/FC/FF/SI/ST",576,-0.00523958333333333,37.2,0.555545307660859,0.249586079467243,0.861504535854474,49.2,58.2,36.8,5,2304,20
676664,2023,"CH/FF/SL/ST",8601,-0.00485490059295431,36,0.555544507846405,0.246185269678503,0.864903746014307,49.2,54.6,41.6,4,25758,12
688158,2025,"CU/FF/SI/SL",2298,-0.0141070496083551,71.7,0.555525813803801,0.209762376792757,0.901289250814844,49.1,19,89,4,6885,12
642520,2024,"CH/CU/FF/SI/SL",1476,-0.0124146341463415,64.8,0.555451936213214,0.228224202613681,0.882679669812748,49.1,35.6,70.1,5,5904,20
677161,2024,"CH/FC/FF/ST",2871,-0.0114576802507837,61.6,0.555449166097443,0.218899896093439,0.891998436101448,49,26.5,81.2,4,8595,12
607067,2025,"CU/FC/FF/FS/SI/SL/ST",7602,-0.0101665351223362,56.9,0.555412420317842,0.242401825826533,0.868423014809151,49,50,47,7,45594,42
683068,2024,"CH/FF/SL",258,-0.0124883720930233,65,0.555409774703882,0.248940940580863,0.8618786088269,48.9,57.7,37.3,3,516,6
681799,2025,"FC/SI/ST",432,0.00157638888888889,20.2,0.555390814831999,0.199240655384879,0.911540974279119,48.9,12.3,93.6,3,864,6
663567,2023,"CH/CU/FF/SL/ST",4350,0.00307310344827586,17.1,0.555369138774702,0.226894404898702,0.883843872650703,48.9,34.3,71.5,5,17400,20
622554,2023,"CH/FF/SI/SL",2577,-0.0079592549476135,47.7,0.555361297592686,0.265757570528495,0.844965024656878,48.8,71.7,15.6,4,7731,12
664062,2023,"CU/FF/FS/SL",4992,-0.0117481971153846,62.9,0.555343822125083,0.231873572231531,0.878814072018635,48.8,38.7,64.2,4,14967,12
686730,2025,"CH/FC/FF/SI/ST",735,-0.00120408163265306,26,0.555334101530763,0.251400063300239,0.859268139761287,48.7,59.6,33.2,5,2940,20
678692,2024,"CH/FF/SI/SL",909,-0.0103366336633663,57.4,0.555308902649729,0.274359303942656,0.836258501356802,48.7,78.4,9.6,4,2727,12
657756,2025,"CH/FF/SL/ST",555,-0.00997837837837838,56.3,0.555297707487916,0.228737252156136,0.881858162819697,48.7,36.2,68.7,4,1665,12
682274,2025,"CH/FF/SL",942,-0.00873566878980892,51.3,0.555297086340353,0.276641063437395,0.833953109243311,48.6,80,8.3,3,1884,6
640455,2023,"CH/FF/SI/SL/ST",6156,-0.0104468810916179,57.9,0.555284749750288,0.241373812842119,0.869195686658456,48.6,48.8,48.4,5,24612,20
663767,2024,"CH/FC/FF/SI/ST",426,-0.0151408450704225,74.8,0.555255693960332,0.234892529750465,0.875618858170198,48.5,42.1,59.7,5,1704,20
621219,2023,"CH/SI/SL",120,0.057625,0.5,0.555248263781446,0.219390696715783,0.891105830847109,48.5,27.1,80.2,3,198,6
519242,2024,"CH/FF/SI/SL",8439,-0.0184667614646285,85,0.555207409775433,0.216618637799229,0.893796181751637,48.4,24.5,83,4,25317,12
592836,2025,"CU/FC/FF/FS/SI/SL",6183,-0.00464240659873848,35.1,0.555121498949316,0.254298512994211,0.855944484904421,48.4,62.6,28.4,6,30915,30
675989,2023,"CH/FF/ST",1365,0.0108483516483516,9.2,0.55509697658929,0.212085938318812,0.898108014859768,48.4,20.4,86.8,3,2712,6
650644,2023,"CU/FC/FF/FS/SI/SL",6024,-0.0158964143426295,77.5,0.555094155804234,0.228729041599753,0.881459270008716,48.3,36.1,68.2,6,30075,30
686218,2025,"CH/CU/FF/SL",3438,-0.0198307155322862,88.2,0.555084956988464,0.216555555072274,0.893614358904654,48.3,24.3,82.9,4,10305,12
685005,2025,"FF/SI/SL",123,-0.0283658536585366,97.3,0.555082223163503,0.238487717628826,0.871676728698181,48.2,45.5,52.8,3,228,6
605452,2024,"CH/CU/FF/SI/SL",3591,-0.0138780284043442,71,0.555053449671349,0.261238048000698,0.848868851342001,48.2,68.3,19.3,5,14364,20
694297,2024,"CH/CU/FF/FS/SI/ST",8376,-0.00865042979942693,50.8,0.555042520328726,0.250737965040407,0.859347075617046,48.1,59.2,33.3,6,41865,30
608648,2024,"CH/FF/KC/SI/SL",567,-0.0138465608465608,70.8,0.555021506074259,0.214964942910593,0.895078069237925,48.1,23,84,5,2268,20
687473,2025,"CH/CU/FC/FF/SI/SL/ST",5277,-0.00168050028425242,27,0.555015372063948,0.230362029124781,0.879668715003116,48.1,37.4,65.6,7,31662,42
592351,2023,"CH/CU/FF/SL/ST",7179,-0.0118119515252821,63.2,0.555012254610625,0.233579679894358,0.876444829326892,48,40.7,61.3,5,28668,20
691094,2025,"FC/SI",141,0.00640425531914893,13.6,0.554972238924628,0.289373308454526,0.82057116939473,48,87.5,3.4,2,99,2
663436,2024,"CH/CU/FC/FF/SL",2676,-0.0115347533632287,62.1,0.554912792227893,0.238976949414701,0.870848635041085,47.9,45.9,51.4,5,10704,20
642528,2023,"CH/CU/FF/SI",708,-0.0308516949152542,97.9,0.554885795339537,0.249374732681588,0.860396857997486,47.9,58,35.3,4,2124,12
666142,2025,"CH/FC/FF/KC/SL",3237,-0.00959777571825765,54.8,0.554828096428675,0.214919427895138,0.894736764962213,47.9,23,83.6,5,12948,20
594580,2024,"CH/FF/SI/ST",1872,-0.0191730769230769,86.4,0.554759258887882,0.224384418248411,0.885134099527353,47.8,31.9,73.1,4,5616,12
664351,2024,"CH/FF/SL/ST",315,-0.0056,38.4,0.554750549614897,0.235360338950917,0.874140760278878,47.8,42.4,57,4,900,12
664776,2023,"FF/SI/SL",606,-0.000193069306930692,24,0.554747897109775,0.188919320116548,0.920576474103001,47.7,8.1,96,3,1212,6
701656,2025,"CH/FC/FF/SL",1230,-0.0210146341463415,90.5,0.554725683709413,0.241618675726346,0.86783269169248,47.7,49,46,4,3690,12
693312,2025,"CU/FF/SL",1956,-0.0129877300613497,67.2,0.554691559765135,0.212852268888563,0.896530850641707,47.6,21,85.4,3,3900,6
686539,2024,"FF/SI/SL/ST",3222,-0.0106135940409683,58.7,0.554656413120891,0.243909693727423,0.865403132514359,47.6,51.6,42.3,4,9666,12
661440,2023,"FC/SI/SL",1863,-0.0118244766505636,63.2,0.554616567386321,0.207599400084601,0.90163373468804,47.6,17.5,89.2,3,3708,6
681517,2025,"CH/CU/FF/SI/SL/ST",4050,-0.0178125925925926,83,0.554615725903648,0.242615726477922,0.866615725329374,47.5,50.3,43.8,6,20250,30
680689,2025,"CH/CU/FF/SI",2022,-0.00868545994065282,51,0.554610963778356,0.239078051147758,0.870143876408954,47.5,46,50.1,4,6048,12
680730,2025,"CU/FF/FS/SL",8112,-0.00698483727810651,43.7,0.554590336724507,0.255702774771284,0.853477898677731,47.4,63.7,25,4,24336,12
641703,2023,"CH/FF/SC/SI/ST",2829,-0.00399469777306469,33,0.554589326427879,0.246724767055273,0.862453885800486,47.4,55.1,37.9,5,11244,20
681870,2025,"CU/FF/SL",1509,-0.0202425447316103,89.1,0.554578602601007,0.201123022398377,0.908034182803639,47.4,13.5,92.3,3,3018,6
676083,2025,"CH/CU/FF/SL/ST",4866,-0.0148914919852035,74,0.554539926412859,0.246475336459829,0.862604516365889,47.3,54.8,38.3,5,19464,20
